,project,site_id,revisitid,individual,revisit,revisit_date,num_individuals,year,utme,utmn,site_number,season,utm_zone,site_type
2225,kt,201531,20153102,NA,2,06/04/2015,0,2015,525053,5888267,31,spring,9,baited
2226,kt,201541,20154102,NA,2,06/04/2015,0,2015,520507,5889927,41,spring,9,baited
2227,kt,201509,20150902,NA,2,06/04/2015,0,2015,528632,5880663,09,spring,9,baited
2228,kt,201559,20155902,NA,2,06/05/2015,0,2015,531685,5897669,59,spring,9,baited
2229,kt,201560,20156002,NA,2,06/05/2015,0,2015,533704,5893398,60,spring,9,baited
2230,kt,201561b,20156102,NA,2,06/05/2015,0,2015,546840,5897007,61b,spring,9,baited
2231,kt,201562,20156202,25850,2,06/05/2015,1,2015,543096,5891244,62,spring,9,baited
2232,kt,201563,20156302,NA,2,06/05/2015,0,2015,549683,5892341,63,spring,9,baited
2233,kt,201564,20156402,NA,2,06/05/2015,0,2015,549517,5885012,64,spring,9,baited
2234,kt,201565,20156502,NA,2,06/05/2015,0,2015,547476,5875573,65,spring,9,baited
2235,kt,201566,20156602,NA,2,06/05/2015,0,2015,542815,5873019,66,spring,9,baited
2236,kt,201567,20156702,125585,2,06/05/2015,1,2015,561149,5870804,67,spring,9,baited
2237,kt,201568,20156802,NA,2,06/05/2015,0,2015,567095,5871054,68,spring,9,baited
2238,kt,201539,20153902,23801,2,06/03/2015,1,2015,558301,5864720,39,spring,9,baited
2239,kt,201540,20154002,NA,2,06/03/2015,0,2015,559480,5858788,40,spring,9,baited
2240,kt,201521,20152102,10567,2,06/03/2015,1,2015,565730,5861829,21,spring,9,baited
2241,kt,201520,20152002,23801,2,06/03/2015,1,2015,565291,5863769,20,spring,9,baited
2242,kt,201528,20152802,NA,2,06/01/2015,0,2015,554612,5815017,28,spring,9,baited
2243,kt,201527,20152702,NA,2,06/01/2015,0,2015,552083,5824646,27,spring,9,baited
2244,kt,201526,20152602,NA,2,06/01/2015,0,2015,552380,5841256,26,spring,9,baited
2245,kt,201523,20152302,NA,2,06/01/2015,0,2015,567721,5849232,23,spring,9,baited
2246,kt,201524,20152402,NA,2,06/01/2015,0,2015,575692,5845985,24,spring,9,baited
2247,kt,201525,20152502,NA,2,06/01/2015,0,2015,579274,5843390,25,spring,9,baited
2248,kt,201521,20152101,10567,1,05/22/2015,2,2015,565730,5861829,21,spring,9,baited
2249,kt,201521,20152101,139903,1,05/22/2015,2,2015,565730,5861829,21,spring,9,baited
2250,kt,201540,20154001,NA,1,05/22/2015,0,2015,559480,5858788,40,spring,9,baited
2251,kt,201539,20153901,10786,1,05/22/2015,2,2015,558301,5864720,39,spring,9,baited
2252,kt,201539,20153901,28797,1,05/22/2015,2,2015,558301,5864720,39,spring,9,baited
2253,kt,201517,20151701,NA,1,05/24/2015,0,2015,548595,5847946,17,spring,9,baited
2254,kt,201537,20153701,NA,1,05/24/2015,0,2015,535042,5848639,37,spring,9,baited
2255,kt,201533,20153301,NA,1,05/24/2015,0,2015,541359,5839528,33,spring,9,baited
2256,kt,201516,20151601,NA,1,05/24/2015,0,2015,546220,5840515,16,spring,9,baited
2257,kt,201515,20151501,NA,1,05/24/2015,0,2015,543589,5835368,15,spring,9,baited
2258,kt,201513,20151301,NA,1,05/24/2015,0,2015,541237,5854035,13,spring,9,baited
2259,kt,201570,20157001,NA,1,05/24/2015,0,2015,565364,5852646,70,spring,9,baited
2260,kt,201569,20156901,10303,1,05/24/2015,1,2015,571382,5858797,69,spring,9,baited
2261,kt,201568,20156801,NA,1,05/24/2015,0,2015,567095,5871054,68,spring,9,baited
2262,kt,201567,20156701,10567,1,05/24/2015,1,2015,561149,5870804,67,spring,9,baited
2263,kt,201575,20157501,NA,1,05/24/2015,0,2015,543162,5826824,75,spring,9,baited
2264,kt,201574,20157401,NA,1,05/24/2015,0,2015,549801,5842481,74,spring,9,baited
2265,kt,201573,20157301,NA,1,05/24/2015,0,2015,547270,5860083,73,spring,9,baited
2266,kt,201572,20157201,37121,1,05/24/2015,1,2015,544879,5862576,72,spring,9,baited
2267,kt,201526,20152601,NA,1,05/21/2015,0,2015,552380,5841256,26,spring,9,baited
2268,kt,201527,20152701,NA,1,05/21/2015,0,2015,552083,5824646,27,spring,9,baited
2269,kt,201528,20152801,NA,1,05/21/2015,0,2015,554612,5815017,28,spring,9,baited
2270,kt,201512,20151201,NA,1,05/23/2015,0,2015,539810,5881594,12,spring,9,baited
2271,kt,201511,20151101,23996,1,05/23/2015,1,2015,535169,5888270,11,spring,9,baited
2272,kt,201510,20151001,NA,1,05/23/2015,0,2015,521089,5899430,10,spring,9,baited
2273,kt,201509,20150901,NA,1,05/23/2015,0,2015,528632,5880663,09,spring,9,baited
2274,kt,201531,20153101,NA,1,05/23/2015,0,2015,525053,5888267,31,spring,9,baited
2275,kt,201541,20154101,NA,1,05/23/2015,0,2015,520507,5889927,41,spring,9,baited
2276,kt,201576,20157601,NA,1,05/23/2015,0,2015,526716,5885545,76,spring,9,baited
2277,kt,201519,20151901,NA,1,05/22/2015,0,2015,552163,5854416,19,spring,9,baited
2278,kt,201520,20152001,NA,1,05/22/2015,0,2015,565291,5863769,20,spring,9,baited
2279,kt,201550,20155002,NA,2,06/06/2015,0,2015,512522,5872281,50,spring,9,baited
2280,kt,201551,20155102,NA,2,06/06/2015,0,2015,512980,5874815,51,spring,9,baited
2281,kt,201552,20155202,NA,2,06/06/2015,0,2015,514546,5886133,52,spring,9,baited
2282,kt,201553,20155302,NA,2,06/06/2015,0,2015,521067,5878811,53,spring,9,baited
2283,kt,201554,20155402,NA,2,06/06/2015,0,2015,523608,5875170,54,spring,9,baited
2284,kt,201556,20155602,NA,2,06/06/2015,0,2015,530090,5862218,56,spring,9,baited
2285,kt,201557,20155702,NA,2,06/06/2015,0,2015,529728,5854862,57,spring,9,baited
2286,kt,201558,20155802,NA,2,06/06/2015,0,2015,527239,5848182,58,spring,9,baited
2287,kt,201569,20156902,NA,2,06/05/2015,0,2015,571382,5858797,69,spring,9,baited
2288,kt,201570,20157002,NA,2,06/05/2015,0,2015,565364,5852646,70,spring,9,baited
2289,kt,201571,20157102,NA,2,06/05/2015,0,2015,548706,5867684,71,spring,9,baited
2290,kt,201572,20157202,NA,2,06/05/2015,0,2015,544879,5862576,72,spring,9,baited
2291,kt,201573,20157302,NA,2,06/05/2015,0,2015,547270,5860083,73,spring,9,baited
2292,kt,201533,20153302,NA,2,06/06/2015,0,2015,541359,5839528,33,spring,9,baited
2293,kt,201515,20151502,NA,2,06/06/2015,0,2015,543589,5835368,15,spring,9,baited
2294,kt,201537,20153702,NA,2,06/06/2015,0,2015,535042,5848639,37,spring,9,baited
2295,kt,201513,20151302,10466,2,06/06/2015,2,2015,541237,5854035,13,spring,9,baited
2296,kt,201513,20151302,10663,2,06/06/2015,2,2015,541237,5854035,13,spring,9,baited
2297,kt,201516,20151602,NA,2,06/06/2015,0,2015,546220,5840515,16,spring,9,baited
2298,kt,201518,20151802,NA,2,06/06/2015,0,2015,553516,5847643,18,spring,9,baited
2299,kt,201517,20151702,NA,2,06/06/2015,0,2015,548595,5847946,17,spring,9,baited
2300,kt,201574,20157402,NA,2,06/06/2015,0,2015,549801,5842481,74,spring,9,baited
2301,kt,201575,20157502,NA,2,06/06/2015,0,2015,543162,5826824,75,spring,9,baited
2302,kt,201549,20154902,NA,2,06/06/2015,0,2015,511650,5848311,49,spring,9,baited
2303,kt,201535,20153502,NA,2,06/06/2015,0,2015,512678,5855376,35,spring,9,baited
2304,kt,201555b,201555b02,NA,2,06/06/2015,0,2015,504741,5858922,55b,spring,9,baited
2305,kt,201545,20154501,NA,1,05/18/2015,0,2015,521419,5856360,45,spring,9,baited
2306,kt,201501,20150101,NA,1,05/18/2015,0,2015,521599,5869250,01,spring,9,baited
2307,kt,201502,20150201,NA,1,05/18/2015,0,2015,517185,5863795,02,spring,9,baited
2308,kt,201504,20150401,NA,1,05/18/2015,0,2015,517532,5839298,04,spring,9,baited
2309,kt,201507,20150701,NA,1,05/18/2015,0,2015,525516,5828296,07,spring,9,baited
2310,kt,201506,20150601,NA,1,05/19/2015,0,2015,509957,5835930,06,spring,9,baited
2311,kt,201534,20153401,NA,1,05/19/2015,0,2015,513056,5840461,34,spring,9,baited
2312,kt,201532,20153201,NA,1,05/10/2015,0,2015,518153,5813397,32,spring,9,baited
2313,kt,201577,20157701,NA,1,05/20/2015,0,2015,506691,5874930,77,spring,9,baited
2314,kt,201578,20157801,NA,1,05/20/2015,0,2015,499873,5854267,78,spring,9,baited
2315,kt,201542,20154201,NA,1,05/20/2015,0,2015,503531,5869491,42,spring,9,baited
2316,kt,201524,20152401,NA,1,05/21/2015,0,2015,575692,5845985,24,spring,9,baited
2317,kt,201525,20152501,139903,1,05/21/2015,1,2015,579274,5843390,25,spring,9,baited
2318,kt,201523,20152301,NA,1,05/21/2015,0,2015,567721,5849232,23,spring,9,baited
2319,nt,201532,20153201,NA,1,05/25/2015,0,2015,309203,5806325,32,spring,10,baited
2320,nt,201533,20153301,NA,1,05/25/2015,0,2015,309098,5807613,33,spring,10,baited
2321,nt,201534,20153401,NA,1,05/25/2015,0,2015,301884,5810138,34,spring,10,baited
2322,nt,201535,20153501,NA,1,05/25/2015,0,2015,298382,5809545,35,spring,10,baited
2323,nt,201536,20153601,NA,1,05/25/2015,0,2015,701708,5805141,36,spring,9,baited
2324,nt,201537,20153701,NA,1,05/25/2015,0,2015,699906,5806094,37,spring,9,baited
2325,nt,201509,20150901,NA,1,05/25/2015,0,2015,703007,5793501,09,spring,9,baited
2326,nt,201538,20153801,NA,1,05/25/2015,0,2015,701752,5796837,38,spring,9,baited
2327,nt,201539,20153901,NA,1,05/25/2015,0,2015,698353,5804202,39,spring,9,baited
2328,nt,201540,20154001,NA,1,05/25/2015,0,2015,694752,5809512,40,spring,9,baited
2329,nt,201541,20154101,NA,1,05/25/2015,0,2015,689521,5811972,41,spring,9,baited
2330,nt,201555,20155501,34599,1,05/26/2015,1,2015,654999,5804055,55,spring,9,baited
2331,nt,201552,20155201,NA,1,05/26/2015,0,2015,663096,5804988,52,spring,9,baited
2332,nt,201553,20155301,NA,1,05/26/2015,0,2015,662877,5806080,53,spring,9,baited
2333,nt,201545,20154501,NA,1,05/26/2015,0,2015,683484,5791465,45,spring,9,baited
2334,nt,201546,20154601,NA,1,05/26/2015,0,2015,683747,5793319,46,spring,9,baited
2335,nt,201547,20154701,NA,1,05/26/2015,0,2015,677554,5795033,47,spring,9,baited
2336,nt,201548,20154801,NA,1,05/26/2015,0,2015,674379,5802364,48,spring,9,baited
2337,nt,201549,20154901,NA,1,05/26/2015,0,2015,673798,5806589,49,spring,9,baited
2338,nt,201542,20154201,NA,1,05/27/2015,0,2015,687055,5813664,42,spring,9,baited
2339,nt,201544,20154401,NA,1,05/27/2015,0,2015,677430,5812540,44,spring,9,baited
2340,nt,201543,20154301,NA,1,05/27/2015,0,2015,681625,5811965,43,spring,9,baited
2341,nt,201550,20155001,NA,1,05/27/2015,0,2015,666558,5814541,50,spring,9,baited
2342,nt,201551,20155101,NA,1,05/27/2015,0,2015,668638,5810749,51,spring,9,baited
2343,nt,201556,20155601,NA,1,05/27/2015,0,2015,645245,5797290,56,spring,9,baited
2344,nt,201558,20155801,NA,1,05/28/2015,0,2015,646949,5806700,58,spring,9,baited
2345,nt,201557,20155701,NA,1,05/28/2015,0,2015,651990,5806758,57,spring,9,baited
2347,nt,201568,20156801,21609,1,06/02/2015,1,2015,659495,5759087,68,spring,9,baited
2348,nt,201567,20156701,NA,1,06/02/2015,0,2015,658025,5763001,67,spring,9,baited
2349,nt,201566,20156601,NA,1,06/02/2015,0,2015,658930,5765442,66,spring,9,baited
2350,nt,201565,20156501,NA,1,06/02/2015,0,2015,655154,5770019,65,spring,9,baited
2351,nt,201524,20152401,NA,1,06/02/2015,0,2015,646307,5793997,24,spring,9,baited
2352,nt,201516,20151601,NA,1,06/01/2015,0,2015,672059,5780260,16,spring,9,baited
2353,nt,201513,20151301,NA,1,06/01/2015,0,2015,669985,5765069,13,spring,9,baited
2354,nt,201514,20151401,NA,1,06/01/2015,0,2015,665463,5771444,14,spring,9,baited
2355,nt,201515,20151501,NA,1,06/01/2015,0,2015,662788,5774795,15,spring,9,baited
2356,nt,201520,20152001,NA,1,06/01/2015,0,2015,662607,5781495,20,spring,9,baited
2357,nt,201521,20152101,NA,1,06/01/2015,0,2015,658117,5785641,21,spring,9,baited
2358,nt,201519,20151901,NA,1,06/01/2015,0,2015,662066,5786428,19,spring,9,baited
2359,nt,201518,20151801,NA,1,06/01/2015,0,2015,667932,5788717,18,spring,9,baited
2360,nt,201522,20152201,NA,1,06/01/2015,0,2015,659406,5794893,22,spring,9,baited
2361,nt,201523,20152301,NA,1,06/01/2015,0,2015,655609,5797084,23,spring,9,baited
2362,nt,201564,20156401,NA,1,06/03/2015,0,2015,652525,5777360,64,spring,9,baited
2363,nt,201530,20153001,NA,1,06/02/2015,0,2015,637225,5782373,30,spring,9,baited
2364,nt,201563,20156301,NA,1,06/03/2015,0,2015,648380,5778923,63,spring,9,baited
2365,nt,201562,20156201,NA,1,06/03/2015,0,2015,646118,5783429,62,spring,9,baited
2366,nt,201561,20156101,NA,1,06/03/2015,0,2015,640977,5785550,61,spring,9,baited
2367,nt,201560,20156001,NA,1,06/04/2015,0,2015,636702,5795583,60,spring,9,baited
2368,nt,201559,20155901,NA,1,06/04/2015,0,2015,637348,5801392,59,spring,9,baited
2369,nt,201509,20150902,NA,2,06/08/2015,0,2015,703007,5793501,09,spring,9,baited
2370,nt,201531,20153101,NA,1,06/02/2015,0,2015,634235,5788738,31,spring,9,baited
2371,nt,201572,20157201,NA,1,06/02/2015,0,2015,629299,5784456,72,spring,9,baited
2372,nt,201526,20152601,NA,1,06/02/2015,0,2015,636234,5808435,26,spring,9,baited
2373,nt,201571,20157101,NA,1,06/02/2015,0,2015,631295,5815156,71,spring,9,baited
2374,nt,201527,20152701,NA,1,06/02/2015,0,2015,646018,5812463,27,spring,9,baited
2375,nt,201528,20152801,34744,1,06/02/2015,1,2015,657287,5815482,28,spring,9,baited
2376,nt,201570,20157001,NA,1,06/02/2015,0,2015,659513,5825234,70,spring,9,baited
2377,nt,201501,20150101,NA,1,05/31/2015,0,2015,314580,5785630,01,spring,10,baited
2378,nt,201503,20150301,NA,1,05/31/2015,0,2015,310098,5791880,03,spring,10,baited
2379,nt,201502,20150201,NA,1,05/31/2015,0,2015,313630,5792419,02,spring,10,baited
2380,nt,201504,20150401,NA,1,05/31/2015,0,2015,312415,5797621,04,spring,10,baited
2381,nt,201510,20151001,NA,1,05/31/2015,0,2015,693238,5795866,10,spring,9,baited
2382,nt,201511,20151101,NA,1,05/31/2015,0,2015,695450,5803853,11,spring,9,baited
2383,nt,201512,20151201,NA,1,05/31/2015,0,2015,685723,5803291,12,spring,9,baited
2384,nt,201569,20156901,NA,1,05/31/2015,0,2015,676245,5822584,69,spring,9,baited
2385,nt,201525,20152501,NA,1,05/31/2015,0,2015,668037,5798683,25,spring,9,baited
2386,nt,201517,20151701,36346,1,06/01/2015,1,2015,678582,5784457,17,spring,9,baited
2387,nt,201556,20155602,NA,2,06/10/2015,0,2015,645245,5797290,56,spring,9,baited
2388,nt,201568,20156802,NA,2,06/12/2015,0,2015,659495,5759087,68,spring,9,baited
2389,nt,201565,20156502,NA,2,06/12/2015,0,2015,655154,5770019,65,spring,9,baited
2390,nt,201566,20156602,NA,2,06/12/2015,0,2015,658930,5765442,66,spring,9,baited
2391,nt,201555,20155502,NA,2,06/10/2015,0,2015,654999,5804055,55,spring,9,baited
2392,nt,201552,20155202,NA,2,06/10/2015,0,2015,663096,5804988,52,spring,9,baited
2393,nt,201558,20155802,NA,2,06/11/2015,0,2015,646949,5806700,58,spring,9,baited
2394,nt,201553,20155302,NA,2,06/10/2015,0,2015,662877,5806080,53,spring,9,baited
2395,nt,201567,20156702,NA,2,06/12/2015,0,2015,658025,5763001,67,spring,9,baited
2396,nt,201533,20153302,NA,2,06/08/2015,0,2015,309098,5807613,33,spring,10,baited
2397,nt,201518,20151802,36492,2,06/17/2015,1,2015,667932,5788717,18,spring,9,baited
2398,nt,201521,20152102,NA,2,06/17/2015,0,2015,658117,5785641,21,spring,9,baited
2399,nt,201515,20151502,NA,2,06/17/2015,0,2015,662788,5774795,15,spring,9,baited
2400,nt,201520,20152002,NA,2,06/17/2015,0,2015,662607,5781495,20,spring,9,baited
2401,nt,201513,20151302,NA,2,06/17/2015,0,2015,669985,5765069,13,spring,9,baited
2402,nt,201523,20152302,NA,2,06/17/2015,0,2015,655609,5797084,23,spring,9,baited
2403,nt,201561,20156102,NA,2,06/16/2015,0,2015,640977,5785550,61,spring,9,baited
2404,nt,201532,20153202,NA,2,06/08/2015,0,2015,309203,5806325,32,spring,10,baited
2405,nt,201534,20153402,NA,2,06/08/2015,0,2015,301884,5810138,34,spring,10,baited
2406,nt,201535,20153502,NA,2,06/08/2015,0,2015,298382,5809545,35,spring,10,baited
2407,nt,201536,20153602,NA,2,06/08/2015,0,2015,701708,5805141,36,spring,9,baited
2408,nt,201537,20153702,NA,2,06/08/2015,0,2015,699906,5806094,37,spring,9,baited
2409,nt,201538,20153802,NA,2,06/08/2015,0,2015,701752,5796837,38,spring,9,baited
2410,nt,201539,20153902,NA,2,06/08/2015,0,2015,698353,5804202,39,spring,9,baited
2411,nt,201540,20154002,NA,2,06/08/2015,0,2015,694752,5809512,40,spring,9,baited
2412,nt,201541,20154102,NA,2,06/08/2015,0,2015,689521,5811972,41,spring,9,baited
2413,nt,201542,20154202,NA,2,06/09/2015,0,2015,687055,5813664,42,spring,9,baited
2414,nt,201543,20154302,NA,2,06/09/2015,0,2015,681625,5811965,43,spring,9,baited
2415,nt,201544,20154402,NA,2,06/09/2015,0,2015,677430,5812540,44,spring,9,baited
2416,nt,201545,20154502,26729,2,06/09/2015,1,2015,683484,5791465,45,spring,9,baited
2417,nt,201546,20154602,NA,2,06/09/2015,0,2015,683747,5793319,46,spring,9,baited
2418,nt,201547,20154702,NA,2,06/09/2015,0,2015,677554,5795033,47,spring,9,baited
2419,nt,201548,20154802,NA,2,06/09/2015,0,2015,674379,5802364,48,spring,9,baited
2420,nt,201549,20154902,30748,2,06/09/2015,1,2015,673798,5806589,49,spring,9,baited
2421,nt,201550,20155002,NA,2,06/09/2015,0,2015,666558,5814541,50,spring,9,baited
2422,nt,201551,20155102,NA,2,06/09/2015,0,2015,668638,5810749,51,spring,9,baited
2423,nt,201557,20155702,NA,2,06/11/2015,0,2015,651990,5806758,57,spring,9,baited
2424,nt,201560,20156002,11053,2,06/16/2015,1,2015,636702,5795583,60,spring,9,baited
2425,nt,201562,20156202,NA,2,06/16/2015,0,2015,646118,5783429,62,spring,9,baited
2426,nt,201510,20151002,NA,2,06/16/2015,0,2015,693238,5795866,10,spring,9,baited
2427,nt,201501,20150102,NA,2,06/16/2015,0,2015,314580,5785630,01,spring,10,baited
2428,nt,201569,20156902,NA,2,06/16/2015,0,2015,676245,5822584,69,spring,9,baited
2429,nt,201525,20152502,NA,2,06/16/2015,0,2015,668037,5798683,25,spring,9,baited
2430,nt,201512,20151202,NA,2,06/16/2015,0,2015,685723,5803291,12,spring,9,baited
2431,nt,201503,20150302,NA,2,06/16/2015,0,2015,310098,5791880,03,spring,10,baited
2432,nt,201563,20156302,NA,2,06/16/2015,0,2015,648380,5778923,63,spring,9,baited
2433,nt,201564,20156402,NA,2,06/16/2015,0,2015,652525,5777360,64,spring,9,baited
2434,nt,201502,20150202,NA,2,06/16/2015,0,2015,313630,5792419,02,spring,10,baited
2435,nt,201504,20150402,NA,2,06/16/2015,0,2015,312415,5797621,04,spring,10,baited
2436,nt,201511,20151102,NA,2,06/16/2015,0,2015,695450,5803853,11,spring,9,baited
2437,nt,201519,20151902,NA,2,06/17/2015,0,2015,662066,5786428,19,spring,9,baited
2438,nt,201517,20151702,NA,2,06/17/2015,0,2015,678582,5784457,17,spring,9,baited
2439,nt,201559,20155902,NA,2,06/17/2015,0,2015,637348,5801392,59,spring,9,baited
2440,nt,201514,20151402,NA,2,06/17/2015,0,2015,665463,5771444,14,spring,9,baited
2441,nt,201516,20151602,NA,2,06/17/2015,0,2015,672059,5780260,16,spring,9,baited
2442,nt,201522,20152202,NA,2,06/17/2015,0,2015,659406,5794893,22,spring,9,baited
2443,nt,201570,20157002,NA,2,06/23/2015,0,2015,659513,5825234,70,spring,9,baited
2444,nt,201557,20155703,NA,3,06/24/2015,0,2015,651990,5806758,57,spring,9,baited
2445,nt,201527,20152702,34744,2,06/23/2015,1,2015,646018,5812463,27,spring,9,baited
2446,nt,201572,20157202,NA,2,06/23/2015,0,2015,629299,5784456,72,spring,9,baited
2447,nt,201530,20153002,36386,2,06/23/2015,1,2015,637225,5782373,30,spring,9,baited
2448,nt,201524,20152402,NA,2,06/23/2015,0,2015,646307,5793997,24,spring,9,baited
2449,nt,201531,20153102,36392,2,06/23/2015,1,2015,634235,5788738,31,spring,9,baited
2450,nt,201526,20152602,NA,2,06/23/2015,0,2015,636234,5808435,26,spring,9,baited
2451,nt,201571,20157102,NA,2,06/23/2015,0,2015,631295,5815156,71,spring,9,baited
2452,nt,201528,20152802,NA,2,06/23/2015,0,2015,657287,5815482,28,spring,9,baited
2453,wt,201520,20152001,NA,1,05/25/2015,0,2015,669319,5739104,20,spring,9,baited
2454,wt,201520,20152002,27187,2,06/13/2015,2,2015,669319,5739104,20,spring,9,baited
2455,wt,201520,20152002,34299,2,06/13/2015,2,2015,669319,5739104,20,spring,9,baited
2456,wt,201521,20152101,NA,1,05/30/2015,0,2015,577233,5729778,21,spring,9,baited
2457,wt,201521,20152102,NA,2,06/15/2015,0,2015,577233,5729778,21,spring,9,baited
2458,wt,201522,20152201,NA,1,05/30/2015,0,2015,588019,5733480,22,spring,9,baited
2459,wt,201522,20152202,12323,2,06/15/2015,2,2015,588019,5733480,22,spring,9,baited
2460,wt,201522,20152202,197171,2,06/15/2015,2,2015,588019,5733480,22,spring,9,baited
2461,wt,201523,20152301,NA,1,05/26/2015,0,2015,592798,5729004,23,spring,9,baited
2462,wt,201523,20152302,14483,2,06/10/2015,2,2015,592798,5729004,23,spring,9,baited
2463,wt,201523,20152302,197195,2,06/10/2015,2,2015,592798,5729004,23,spring,9,baited
2464,wt,201524,20152401,NA,1,05/26/2015,0,2015,599242,5729695,24,spring,9,baited
2465,wt,201524,20152402,NA,2,06/10/2015,0,2015,599242,5729695,24,spring,9,baited
2466,wt,201525,20152501,21621,1,05/26/2015,1,2015,607803,5730580,25,spring,9,baited
2467,wt,201525,20152502,197195,2,06/10/2015,1,2015,607803,5730580,25,spring,9,baited
2468,wt,201526,20152601,NA,1,05/25/2015,0,2015,613439,5728183,26,spring,9,baited
2469,wt,201526,20152602,21621,2,06/08/2015,1,2015,613439,5728183,26,spring,9,baited
2470,wt,201527,20152701,21972,1,05/28/2015,2,2015,617379,5733758,27,spring,9,baited
2471,wt,201527,20152701,21976,1,05/28/2015,2,2015,617379,5733758,27,spring,9,baited
2472,wt,201527,20152702,NA,2,06/14/2015,0,2015,617379,5733758,27,spring,9,baited
2473,wt,201528,20152801,23400,1,05/26/2015,1,2015,626977,5728753,28,spring,9,baited
2474,wt,201528,20152802,NA,2,06/17/2015,0,2015,626977,5728753,28,spring,9,baited
2475,wt,201541,20154101,NA,1,05/19/2015,0,2015,626284,5726826,41,spring,9,baited
2476,wt,201541,20154102,NA,2,06/06/2015,0,2015,626284,5726826,41,spring,9,baited
2477,wt,201542,20154201,21926,1,05/19/2015,2,2015,635229,5726595,42,spring,9,baited
2478,wt,201542,20154201,23400,1,05/19/2015,2,2015,635229,5726595,42,spring,9,baited
2479,wt,201542,20154202,21926,2,06/06/2015,1,2015,635229,5726595,42,spring,9,baited
2480,wt,201543,20154301,NA,1,05/19/2015,0,2015,645220,5725137,43,spring,9,baited
2481,wt,201543,20154302,NA,2,06/06/2015,0,2015,645220,5725137,43,spring,9,baited
2482,wt,201545,20154501,21969,1,05/29/2015,1,2015,653256,5720415,45,spring,9,baited
2483,wt,201545,20154502,34104,2,06/13/2015,2,2015,653256,5720415,45,spring,9,baited
2484,wt,201545,20154502,34320,2,06/13/2015,2,2015,653256,5720415,45,spring,9,baited
2485,wt,201546,20154601,NA,1,05/19/2015,0,2015,659417,5725310,46,spring,9,baited
2486,wt,201546,20154602,29030,2,06/07/2015,1,2015,659417,5725310,46,spring,9,baited
2487,wt,201548,20154801,21029,1,05/30/2015,2,2015,592040,5713386,48,spring,9,baited
2488,wt,201548,20154801,29122,1,05/30/2015,2,2015,592040,5713386,48,spring,9,baited
2489,wt,201548,20154802,34283,2,06/15/2015,1,2015,592040,5713386,48,spring,9,baited
2490,wt,201549,20154901,NA,1,05/25/2015,0,2015,596038,5712522,49,spring,9,baited
2491,wt,201549,20154902,34336,2,06/09/2015,1,2015,596038,5712522,49,spring,9,baited
2492,wt,201552,20155201,NA,1,05/25/2015,0,2015,591332,5706795,52,spring,9,baited
2493,wt,201552,20155202,34283,2,06/09/2015,1,2015,591332,5706795,52,spring,9,baited
2494,wt,201512,20151202,34394,2,06/13/2015,1,2015,654178,5743197,12,spring,9,baited
2495,wt,201513,20151301,NA,1,05/30/2015,0,2015,599353,5736059,13,spring,9,baited
2496,wt,201513,20151302,14483,2,06/15/2015,4,2015,599353,5736059,13,spring,9,baited
2497,wt,201513,20151302,196675,2,06/15/2015,4,2015,599353,5736059,13,spring,9,baited
2498,wt,201513,20151302,197195,2,06/15/2015,4,2015,599353,5736059,13,spring,9,baited
2499,wt,201513,20151302,34411,2,06/15/2015,4,2015,599353,5736059,13,spring,9,baited
2500,wt,201514,20151401,NA,1,05/26/2015,0,2015,607558,5737918,14,spring,9,baited
2501,wt,201514,20151402,NA,2,06/08/2015,0,2015,607558,5737918,14,spring,9,baited
2502,wt,201515,20151501,NA,1,05/28/2015,0,2015,614075,5737775,15,spring,9,baited
2503,wt,201515,20151502,NA,2,06/15/2015,0,2015,614075,5737775,15,spring,9,baited
2504,wt,201516,20151601,20061,1,05/28/2015,1,2015,622692,5740417,16,spring,9,baited
2505,wt,201516,20151602,20061,2,06/14/2015,2,2015,622692,5740417,16,spring,9,baited
2506,wt,201516,20151602,21162,2,06/14/2015,2,2015,622692,5740417,16,spring,9,baited
2507,wt,201517,20151701,NA,1,05/28/2015,0,2015,626577,5737968,17,spring,9,baited
2508,wt,201517,20151702,NA,2,06/14/2015,0,2015,626577,5737968,17,spring,9,baited
2509,wt,201518,20151801,NA,1,05/28/2015,0,2015,637033,5736315,18,spring,9,baited
2510,wt,201518,20151802,NA,2,06/14/2015,0,2015,637033,5736315,18,spring,9,baited
2511,wt,201518a,201518a01,NA,1,05/28/2015,0,2015,634361,5737178,18a,spring,9,baited
2512,wt,201518a,201518a02,NA,2,06/14/2015,0,2015,634361,5737178,18a,spring,9,baited
2513,wt,201519,20151901,NA,1,06/06/2015,0,2015,662862,5739157,19,spring,9,baited
2514,wt,201519,20151902,NA,2,06/15/2015,0,2015,662862,5739157,19,spring,9,baited
2515,wt,201553,20155301,29122,1,05/25/2015,1,2015,597227,5712282,53,spring,9,baited
2516,wt,201553,20155302,23311,2,06/09/2015,1,2015,597227,5712282,53,spring,9,baited
2517,wt,201554,20155401,NA,1,05/29/2015,0,2015,659065,5751565,54,spring,9,baited
2518,wt,201554,20155402,NA,2,06/13/2015,0,2015,659065,5751565,54,spring,9,baited
2519,wt,201555,20155501,NA,1,05/29/2015,0,2015,666995,5721229,55,spring,9,baited
2520,wt,201555,20155502,NA,2,06/13/2015,0,2015,666995,5721229,55,spring,9,baited
2521,wt,201556,20155601,NA,1,06/25/2015,0,2015,601321,5705942,56,spring,9,baited
